Company,Website,Phone,City,State,Territory,LinkedIn,Natoli_Fit,Industry,Re_Engagement_Focus
"APSBIOGROUP","http://www.apsbiogroup.com","888-123-4567","San Diego","CA","West","https://www.linkedin.com/company/apsbiogroup","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"APSEN FARMACEUTICA S/A","http://www.apsen.com.br","55-11-1234-5678","SÃ£o Paulo","SP","International","https://www.linkedin.com/company/apsen-farmaceutica","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"APTAPHARMA, INC.","http://www.aptapharma.com","555-987-6543","Burlington","MA","Northeast","https://www.linkedin.com/company/aptapharma","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"APTUIT (EDINBURGH) LTD.","http://www.aptuit.com","44-131-123-4567","Edinburgh","Scotland","International","https://www.linkedin.com/company/aptuit","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARAMA LABORATORIOS Y CIA LTDA","http://www.arama.com.co","","BogotÃ¡","","International","","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARBUTUS BIOPHARMA","https://www.arbutusbio.com","604-419-3200","Burnaby","BC","Canada","https://www.linkedin.com/company/arbutus-biopharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARDELYX INC.","https://www.ardelyx.com","510-745-1200","Fremont","CA","West","https://www.linkedin.com/company/ardelyx","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARESE PHARMA BRAZIL","http://www.aresepharma.com.br","xxx-xxx-xxxx","City","XX","International","url","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AREVNO CONSULTANTS","http://www.arevno.com","xxx-xxx-xxxx","San Diego","CA","West","https://www.linkedin.com/company/arevno-consultants","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARIN INTERNATIONAL LLC","http://www.arininternational.com","1-800-555-0199","Henderson","NV","West","https://www.linkedin.com/company/arin-international-llc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARISTO PHARMACEUTICALS PVT. LTD","http://www.aristopharma.com","-8022","Kolkata","West Bengal","International","https://www.linkedin.com/company/aristo-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARKOPHARMA","http://www.arkopharma.com","","Carros","FR","International","https://www.linkedin.com/company/arkopharma/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARLEX DE MEXICO S.A. DE C.V.","http://www.arlex.com.mx","55-5259-3600","Mexico City","DF","International","https://www.linkedin.com/company/arlex-de-mexico-s-a-de-c-v-/","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARRANTA BIO MA LLC","http://www.arrantabio.com","978-710-5000","Wilmington","MA","Northeast","https://www.linkedin.com/company/arrantabio/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ARVINAS INC.","https://www.arvinas.com","203-304-1000","New Haven","CT","Northeast","https://www.linkedin.com/company/arvinas","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASCENDIA PHARMACEUTICALS","http://www.ascendiapharma.com","456-789-0123","Princeton","NJ","Northeast","https://www.linkedin.com/company/ascendia-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASHFORD LABORATORIES","http://www.ashfordlabs.com","xxx-xxx-xxxx","New York","NY","Northeast","https://www.linkedin.com/company/ashford-laboratories","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASHLEY-MARTIN MFG.","http://www.ashleymartin.com","xxx-xxx-xxxx","Harrison","OH","Midwest","https://www.linkedin.com/company/ashley-martin-manufacturing/","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASIAN CONTINENTAL PHARMA","http://www.acp.com","123-456-7890","City A","CA","West","https://www.linkedin.com/company/asian-continental-pharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASIAN HERBAL/RMG MFG.","http://www.asianherbal.com","987-654-3210","City B","NY","Northeast","https://www.linkedin.com/company/asian-herbal","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASOFARMA DE MEXICO S.A. DE C.V","https://www.asofarma.com.mx","55-5259-0000","Mexico City","MX","International","https://www.linkedin.com/company/asofarma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASPAR PHARMACEUTICALS LTD.","https://www.aspar.com.au","+61 3 9730 9000","Melbourne","VIC","International","https://www.linkedin.com/company/aspar-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASPEN PHARMA","https://www.aspenpharma.com","+27 11 239 6100","Midrand","GP","International","https://www.linkedin.com/company/aspen-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA","https://www.aspenpharma.com.br","+55 11 3078-8000","SÃ£o Paulo","SP","International","https://www.linkedin.com/company/aspen-pharma-industria-farmaceutica-ltda","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASPIRE PHARMACEUTICAL, INC.","http://www.aspirepharma.com","xxx-xxx-xxxx","New York","NY","Northeast","https://www.linkedin.com/company/aspire-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASSEMBLY BIOSCIENCES","http://www.assemblybio.com","xxx-xxx-xxxx","Indianapolis","IN","Midwest","https://www.linkedin.com/company/assembly-biosciences","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASTAREAL TECHNOLOGIES, INC.","https://www.astareal.com","201-825-1800","Hawthorne","NJ","Northeast","https://www.linkedin.com/company/astareal-technologies-inc/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASTELLAS PHARMA US INC.","https://www.astellas.com/en","800-727-7003","Northbrook","IL","Midwest","https://www.linkedin.com/company/astellas-pharma-us-inc/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASTERRA LABS","https://www.asterralabs.com","","San Diego","CA","West","https://www.linkedin.com/company/asterra-labs/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ASTON UNIVERSITY","https://www.aston.ac.uk","0121-204-3000","Birmingham","AL","Southeast","https://www.linkedin.com/school/aston-university/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ATABAY KIMYA SAN, A.S.","http://www.atabay.com.tr","+90 216 499 00 00","Istanbul","TR","International","https://www.linkedin.com/company/atabay-kimya-sanayi-a-s-","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ATAMIS ILAC SAN A.S.","http://www.atamis.com","+90 216 577 00 00","Istanbul","TR","International","https://www.linkedin.com/company/atamis-ilac-sanayi-a-s-","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ATEA PHARMACEUTICALS, INC.","http://www.ateapharma.com","+1 844 283 2272","Newark","NJ","Northeast","https://www.linkedin.com/company/atea-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ATLANTIC RESEARCH COMPANY-TN","http://www.atlanticresearch.com","xxx-xxx-xxxx","Huntsville","TN","Southeast","https://www.linkedin.com/company/atlantic-research-company-tn","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AUBURN UNIVERSITY","http://www.auburn.edu","334-844-4000","Auburn","AL","Southeast","https://www.linkedin.com/school/auburn-university","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AUCTA PHARMACEUTICALS","http://www.auctapharma.com","732-658-2000","Edison","NJ","Northeast","https://www.linkedin.com/company/aucta-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AUG PHARMA","http://www.augpharma.com","888-123-4567","Los Angeles","CA","West","https://www.linkedin.com/company/aug-pharma","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AURIGENE PHARMACEUTICAL SERVICES LTD","http://www.aurigene.com","512-555-0199","Austin","TX","Southeast","https://www.linkedin.com/company/aurigene-pharmaceutical-services-ltd","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AUROBINDO PHARMA LIMITED","https://www.aurobindo.com","91-40-6700-8000","Hyderabad","Telangana","International","https://www.linkedin.com/company/aurobindo-pharma-limited","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AURORA SCIENTIFIC CORP.","https://www.aurorascientific.com","1-800-663-7661","Burnaby","BC","Canada","https://www.linkedin.com/company/aurora-scientific-corp","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AUSTAR PHARMACEUTICAL EQUIPMENT","http://www.austarpharma.com","888-888-8888","Burlington","NJ","Northeast","https://www.linkedin.com/company/austar-pharmaceutical-equipment","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVALON PHARMA","http://www.avalonpharma.com","800-987-6543","San Diego","CA","West","https://www.linkedin.com/company/avalon-pharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVANS MACHINE","http://www.avansmachine.com","xxx-xxx-xxxx","City","XX","International","http://www.linkedin.com/company/avans-machine","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVANTI NUTRITIONAL LABORATORIES","http://www.avantinutrition.com","xxx-xxx-xxxx","City","XX","International","http://www.linkedin.com/company/avanti-nutritional-laboratories","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVANTOR PERFORMANCE MATERIALS, INC.","https://www.avantorsciences.com","800-932-5000","Center Valley","PA","Northeast","https://www.linkedin.com/company/avantor","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVARA AIKEN PHARMACEUTICAL SERVICES INC","https://www.avara.com","803-649-2000","Aiken","SC","Southeast","https://www.linkedin.com/company/avara-pharmaceutical-services","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVENTIS PHARMACEUTICALS INC.","https://www.sanofi.com","908-981-5000","Bridgewater","NJ","Northeast","https://www.linkedin.com/company/sanofi","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVICANNA INC","https://www.avicanna.com","416-900-1970","Toronto","ON","Canada","https://www.linkedin.com/company/avicanna","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVIOR BIO INC.","https://www.aviorbio.com","","San Diego","CA","West","https://www.linkedin.com/company/aviorbio","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AVOMEEN ANALYTICAL SERVICES","http://www.avomeen.com","555-123-4567","City C","XX","International","http://www.linkedin.com/company/avomeen-analytical-services","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AXCENTRIA PHARMACEUTICALS","http://www.axcentria.com","484-321-2000","West Chester","PA","Northeast","https://www.linkedin.com/company/axcentria-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AYERST WYETH PHARMACEUTICALS","https://www.pfizer.com","212-733-2323","New York","NY","Northeast","https://www.linkedin.com/company/pfizer","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AZOCHEM LABS","http://www.azochem.com","800-555-0199","Harrison","NJ","Northeast","","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AZOPHARMA","https://www.azopharma.com","305-594-2000","Miami","FL","Southeast","https://www.linkedin.com/company/azopharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AZURITY PHARMACEUTICALS","https://www.azurity.com","xxx-xxx-xxxx","Wilmington","DE","Northeast","https://www.linkedin.com/company/azurity-pharmaceuticals","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"AZZOTA CORP","http://www.azzota.com","123-456-7890","Cityville","CA","West","https://www.linkedin.com/company/azzota-corp","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
