Company,Industry,Fit,Tier,Tier 1 Reason,Territory,Website,Phone,City,State,Country,Employees,Data Quality,Needs Research,Contact Count
"ONTOP PHARMACEUTICALS LIMITED","Pharmaceutical","Scientific","Tier 2","","International","https://ontoppharma.com","","Bengaluru","Karnataka","India","79","Complete","Yes","1"
"OPKO Health Iberoamerica","Pharmaceutical","Both","Tier 2","","International","","","L'Hospitalet de Llobregat","Catalonia","Spain","22","Partial","Yes",""
"OPSONIN PHARMA LTD.","Pharmaceutical","Scientific","Tier 2","","International","https://opsonin.net","19930","","","","","Complete","Yes","7"
"OPTIMAL NUTRITION ENTERPRISE INC","Nutraceutical","Scientific","Tier 2","","International","https://ocformulation.com","415-513-9077","","","","","Complete","Yes","1"
"OSM CORPORATION","Research & Development","Scientific","Tier 2","","International","https://harmonyhealthlabs.com","562-856-6445 ext 1003","","","","","Complete","Yes","1"
"Parque Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://parquepharma.com","","Villa Cuauhtemoc","Estado de Mexico","Mexico","3","Complete","Yes","1"
"PERRIGO COMPANY","Research & Development","Scientific","Tier 2","","International","https://paddocklabs.com","763-732-0439 direct","","","","","Partial","Yes",""
"Petra Pharma","Pharmaceutical","Scientific","Tier 2","","International","","","Amman","Amman","Jordan","42","Partial","Yes",""
"PHARM D SOLUTIONS, LLC.","Pharmaceutical","Both","Tier 2","","Rocky Mountain","https://pharmdsolutions.com","","Houston","Texas","United States","22","Complete","Yes","2"
"PHARMA PASS INC.","Pharmaceutical","Scientific","Tier 2","","International","https://pharmapass.us","949-450-0866","","","","","Complete","Yes","2"
"pharma.co.za","Pharmaceutical","Scientific","Tier 2","","International","https://pharma.co.za","+27 82 777 0922","","","","","Complete","Yes","3"
"pharmacom.bg","Pharmaceutical","Scientific","Tier 2","","International","https://pharmacom.bg","+359 87 661 2708","","","","","Complete","Yes","1"
"pharmacontechltd.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmacontechltd.com","8.80E+12","","","","","Complete","Yes","1"
"pharmacy.info.pl","Pharmaceutical","Scientific","Tier 2","","International","https://pharmacy.info.pl","+48 609 040 404","","","","","Partial","Yes",""
"pharmadl.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmadl.com","+353 51 591 944","","","","","Complete","Yes","1"
"PharmaExcipients.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmaexcipients.com","","Steinhausen","Canton of Zug","Switzerland","6","Complete","Yes","1"
"pharmaexpert.it","Pharmaceutical","Scientific","Tier 2","","International","https://pharmaexpert.it","","","","","","Partial","Yes","1"
"pharmafalcon.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmafalcon.com","8.80E+12","","","","","Complete","Yes","1"
"pharmafastrx.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmafastrx.com","8.80E+12","","","","","Complete","Yes","1"
"pharmafen.tn","Pharmaceutical","Scientific","Tier 2","","International","https://pharmafen.tn","52407005","","","","","Complete","Yes","2"
"pharma-fix.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharma-fix.com","JOSEPH FIX","","","","","Complete","Yes","1"
"Pharmagroup S.A.","Pharmaceutical","Scientific","Tier 2","","International","https://iphsa.cl","","","Region Metropolitana","Chile","15","Complete","Yes","1"
"pharmamondialcyprus.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmamondialcyprus.com","905-572-2981","","","","","Complete","Yes","1"
"pharmanueva.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmanueva.com","817354061","","","","","Complete","Yes","1"
"PharmaPhix Ltd.","Pharmaceutical","Scientific","Tier 2","","International","","","Belfast","Northern Ireland","United Kingdom","1","Partial","Yes","1"
"pharmaproductsolutions.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmaproductsolutions.com","908-334-9321","","","","","Complete","Yes","1"
"pharma-rep.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharma-rep.com","+290 16013","","","","","Complete","Yes","1"
"pharmaron-uk.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmaron-uk.com","+44 19 9294 7035","","","","","Complete","Yes","3"
"pharmasytnez.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmasytnez.com","+62 887329","","","","","Complete","Yes","1"
"pharmatechnologies.in","Pharmaceutical","Scientific","Tier 2","","International","https://pharmatechnologies.in","993-096-7222","","","","","Complete","Yes","1"
"pharmatuning.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmatuning.com","","","","","","Partial","Yes",""
"PHARMAVITE LLC","Pharmaceutical","Scientific","Tier 1","Nature Made. Largest US vitamin tablet maker.","International","https://pharmavite.net","9.20E+11","","","","","Complete","Yes","15"
"PHARMA-WORKS PTE LTD.","Pharmaceutical","Scientific","Tier 2","","International","https://pharma-works.de","+49 174 2027361","","","","","Partial","Yes",""
"pharmaxcentric.com","Pharmaceutical","Scientific","Tier 2","","International","https://pharmaxcentric.com","","","","","","Partial","Yes","1"
"pharminnotech.com","Pharmaceutical","Both","Tier 2","","International","https://pharminnotech.com","+7 921 950-62-44","","","","","Complete","Yes","1"
"PHARMTECH KOREA","Pharmaceutical","Both","Tier 2","","International","https://pharmtechkorea.com","+82 32-564-6853","","","","","Complete","Yes","2"
"Philadelphia Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://philadelphia-pharma.com","","Tunis","Tunis","Tunisia","90","Complete","Yes","1"
"PHYTOCEUTICAL","Cannabis","Scientific","Tier 2","","International","https://cbdphytoceutical.com","323-686-2237","","","","","Complete","Yes","1"
"PROLINE BOTANICALS LTD.","Chemical","Both","Tier 2","","International","https://tablets-capsule.com","+44 148 282 3686","","","","","Complete","Yes","1"
"PROMOPHARM SA","Pharmaceutical","Both","Tier 2","","International","https://com.ma","24083","","","Morocco","0","Complete","Yes","1"
"PROPHARMA A/S","Pharmaceutical","Scientific","Tier 2","","International","https://propharma.dk","+61 3 9584 8111","","","","","Complete","Yes","6"
"propoundpharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://propoundpharma.com","984-517-7500","","","","","Complete","Yes","1"
"pspharm.com","Pharmaceutical","Scientific","Tier 2","","International","https://pspharm.com","+86 25 5861 9070","","","","","Complete","Yes","2"
"PT UNION FOODS","Food & Beverage","Both","Tier 2","","International","https://unionfoods.asia","","Tangerang","Banten","Indonesia","58","Complete","Yes","2"
"qpharma.com.au","Pharmaceutical","Scientific","Tier 2","","International","https://qpharma.com.au","428223207","","","","","Complete","Yes","1"
"Quallent Pharmaceuticals Health, LLC","Pharmaceutical","Scientific","Tier 2","","International","https://quallenthealth.com","","George Town","George Town","Cayman Islands","24","Complete","Yes","1"
"QUAY PHARMA","Pharmaceutical","Scientific","Tier 2","","International","https://quayphama.com","+44 151 203 9804","","","","","Complete","Yes","1"
"RAFARM PHARMACEUTICALS","Pharmaceutical","Scientific","Tier 2","","International","https://vimachem.gr","21014","","","","","Complete","Yes","1"
"RBC LIFE SCIENCES","Research & Development","Both","Tier 2","","International","https://rbcls.com","972-893-4097","","","","","Complete","Yes","1"
"RECINTO DE CIENCIAS MEDICAS","Pharmaceutical","Both","Tier 2","","International","","","Sabana Seca","Toa Baja","Puerto Rico","94","Partial","Yes","1"
"recipharm.es","Pharmaceutical","Scientific","Tier 1","European CDMO. Solid dose specialist.","International","https://recipharm.es","+34 661 43 15 56","","","","","Partial","Yes","7"
"recipharm.se","Pharmaceutical","Scientific","Tier 1","European CDMO. Solid dose specialist.","International","https://recipharm.se","+46 8 60 44 61","","","","","Complete","Yes","1"
"RELEVIUM E-HEALTH","Pharmaceutical","Both","Tier 2","","International","https://releviumcorp.com","","","","","","Partial","Yes","1"
"REMEDICA","Pharmaceutical","Both","Tier 2","","International","https://cytanet.com.cy","357-539-3444","","","","","Complete","Yes","5"
"Renewal Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://brutimo.com","","","","","","Partial","Yes","1"
"riadhpharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://riadhpharma.com","817-845-5119","","","","","Complete","Yes","1"
"RIZCHEM Engineering Solutions","Chemical","Both","Tier 2","","International","https://rizchem.com","","Hyderabad","Telangana","India","1","Complete","Yes","1"
"ROBINSON PHARMA, INC","Pharmaceutical","Scientific","Tier 2","","International","https://rpi.inc","410-235-6045","","","","","Complete","Yes","3"
"RX COMPOUND PROS","Pharmaceutical","Both","Tier 2","","International","https://rxcompoundpros.com","","","","","","Partial","Yes","1"
"S.C. POLIPHARMA INDUSTRIES S.R.L.","Pharmaceutical","Scientific","Tier 2","","International","https://polipharma.ro","+40 269 259 993","","","","","Complete","Yes","1"
"SAIPH-SOCIETE ARABE DES INDUSTRIES PHARMACEUTIQUES","Pharmaceutical","Scientific","Tier 2","","International","https://saiph.com.tn","26449","","","","","Complete","Yes","1"
"salvatbiotech.com","Biotechnology","Scientific","Tier 2","","International","https://salvatbiotech.com","+93 3946400","","","","","Complete","Yes","1"
"sbiopharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://sbiopharma.com","","","","","","Partial","Yes","1"
"SCIEGEN PHARMACEUTICALS, INC.","Pharmaceutical","Scientific","Tier 2","","International","https://sciegen.com","631-434-2723 ext 142","","","","","Complete","Yes","1"
"Seda Pharmaceutical Development  & Clinical Manufacturing Services","Pharmaceutical","Scientific","Tier 2","","International","https://sedapds.com","","","England","United Kingdom","54","Complete","Yes","3"
"Shaanxi Dideu Medichem Co.,LTD","Pharmaceutical","Both","Tier 2","","International","https://dideu.com","","Baoji","","China","10","Complete","Yes","1"
"Shin-Etsu Life Sciences","Research & Development","Both","Tier 2","","International","https://setylose.com","","Wiesbaden","Hesse","Germany","14","Complete","Yes","2"
"SHOREBREAK","Mining & Minerals","Both","Tier 2","","International","https://shorebreakkava.com","619-663-6580","","","","","Complete","Yes","1"
"SIDEKICK ANALYTICS INC.","Research & Development","Both","Tier 2","","International","https://sidekickanalytics.com","416-388-5551","","","","","Complete","Yes","1"
"sigma-pharm.com","Pharmaceutical","Scientific","Tier 2","","International","https://sigma-pharm.com","+20 10 06542781","","","","","Complete","Yes","1"
"SLAVIA PHARM","Pharmaceutical","Both","Tier 2","","International","https://slaviaharm.ro","+40 21 304 6384","","","","","Complete","Yes","2"
"sohapharma.ir","Pharmaceutical","Scientific","Tier 2","","International","https://sohapharma.ir","+98 21 8911","","","","","Complete","Yes","1"
"SOLURAL PHARMA APS","Pharmaceutical","Scientific","Tier 2","","International","https://soluralpharma.com","330-428-7915","","","","","Complete","Yes","1"
"ST. HILL PHARMACEUTICAL CORP.","Pharmaceutical","Scientific","Tier 2","","International","https://st-hill.com","212-343-6640","","","","","Complete","Yes","1"
"Stem Cell Medicine","Pharmaceutical","Both","Tier 2","","International","https://stemcell-medicine.com","","Kefar Sava","Center District","Israel","14","Complete","Yes","1"
"STERILE COMPOUNDING PHARMACY","Pharmaceutical","Scientific","Tier 2","","International","https://sterilecompoundingpharmacy.com","727-474-8381","","","","","Complete","Yes","1"
"Stern Pharma GmbH","Pharmaceutical","Scientific","Tier 2","","International","https://sternpharma.com","","Ocoyoacac","State of Mexico","Mexico","79","Partial","Yes",""
"STRIDES PHARMA GLOBAL PTE. LIMITED","Pharmaceutical","Scientific","Tier 2","","International","https://stridesglobal.com","+91 80670 88505","","","","","Complete","Yes","2"
"STRIVE PHARMACY MISSOURI LLC","Pharmaceutical","Scientific","Tier 2","","International","https://strivepharmcacy.com","","","","","","Partial","Yes","2"
"sudomap-pharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://sudomap-pharma.com","36145","","","","","Complete","Yes","1"
"sugarbelleinfo.co.za","Food & Beverage","Both","Tier 2","","International","https://sugarbelleinfo.co.za","815-503-2393","","","","","Complete","Yes","1"
"SUNFOOD","Food & Beverage","Both","Tier 2","","International","https://hausa.us","619-585-9992","","","","","Complete","Yes","1"
"SUNSHINE LAKE PHARMA CO., LTD.","Pharmaceutical","Scientific","Tier 2","","International","https://dyg-hec.com","","Dongguan","Guangdong","China","16","Complete","Yes","1"
"SYNTHON PHARMACEUTICALS, LTD.","Pharmaceutical","Scientific","Tier 2","","International","https://synthon-usa.com","919-493-6006","","","","","Complete","Yes","3"
"Sypharmex","Pharmaceutical","Both","Tier 2","","International","https://sypharmex.com","","Mexico City","Mexico City","Mexico","20","Partial","Yes",""
"sythemedic.ma","Pharmaceutical","Both","Tier 2","","International","https://sythemedic.ma","2.13E+11","","","","","Partial","Yes",""
"t3pharmagroup.com.eg","Pharmaceutical","Scientific","Tier 2","","International","https://t3pharmagroup.com.eg","202-5719302-5719303","","","","","Complete","Yes","1"
"TANIT","Research & Development","Scientific","Tier 2","","International","https://labmzl.com","","","","","","Partial","Yes","1"
"TCR - SOCAL","Chemical","Both","Tier 2","","International","https://tabletcompressionresource.com","","","","","","Partial","Yes","1"
"Théa Pharma Mexico","Pharmaceutical","Scientific","Tier 2","","International","","","Mexico City","Federal District","Mexico","27","Partial","Yes",""
"THE ARA GROUP, INC.","Research & Development","Scientific","Tier 2","","International","https://shoparalabs.com","909-559-4541","","","","","Complete","Yes","1"
"THE UNIVERSITY OF IOWA PHARMACEUTICALS","Pharmaceutical","Scientific","Tier 2","","International","https://uiowa-edu.com","319-359-3642","","","","","Complete","Yes","3"
"THOMPSON & CAPPER LTD","Chemical","Both","Tier 2","","International","https://tablets2buy.com","+44 192 857 3734","","","","","Complete","Yes","2"
"Torrent Pharma México","Pharmaceutical","Scientific","Tier 2","","International","https://torrentpharma.com.mx","","","Mexico City","Mexico","56","Complete","Yes","2"
"transferpharma.ro","Pharmaceutical","Scientific","Tier 2","","International","https://transferpharma.ro","+40 723 639 978","","","","","Complete","Yes","1"
"tunisiepharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://tunisiepharma.com","","","","","","Partial","Yes",""
"uhealth.eu","Pharmaceutical","Both","Tier 2","","International","https://uhealth.eu","","","","","","Partial","Yes","1"
"Unikka Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://unikkapharma.com.br","","Sao Paulo","State of Sao Paulo","Brazil","55","Complete","Yes","1"
"unipharm.net","Pharmaceutical","Scientific","Tier 2","","International","https://unipharm.net","+502 4129 5811","","","","","Complete","Yes","2"
"UNITED PHARMACEUTICAL COMPANY","Pharmaceutical","Scientific","Tier 2","","International","https://upm.com.jo","+962 6 416 2091","","","","","Complete","Yes","1"
"UNITED PHARMACY LLC.","Pharmaceutical","Scientific","Tier 2","","International","https://rxunited.com","","","","","","Partial","Yes","1"
"usisupplements.com","Nutraceutical","Scientific","Tier 2","","International","https://usisupplements.com","2.57E+11","","","","","Complete","Yes","1"
"VETIO ANIMAL HEALTH","Veterinary Pharma","Scientific","Tier 2","","International","https://vertio.com","","","","","","Partial","Yes","2"
"viforpharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://viforpharma.com","+41 22 783 11 11","","","","","Partial","Yes",""
"Vista Health LLC","Pharmaceutical","Both","Tier 2","","Rocky Mountain","https://vistahealthllc.com","","Plano","Texas","United States","7","Complete","Yes","1"
"VITACEUTIX SUPPLEMENTS LLC","Nutraceutical","Scientific","Tier 2","","International","https://vitaceutixsupplements.com","423-322-9945","","","","","Partial","Yes",""
"VITALHEALTH TECH, INC.-NJ","Pharmaceutical","Both","Tier 2","","International","https://vitalhealthtech.com","973-574-8090","","","","","Complete","Yes","3"
"vparx.com","Pharmaceutical","Both","Tier 2","","International","https://vparx.com","713-688-3321","","","","","Complete","Yes","1"
"VTF VNESHTORG FARMA LLC","Agriculture","Both","Tier 2","","International","https://vtf.ru","35082","","","","","Complete","Yes","2"
"Wür Pharma México S.A. de C.V.","Pharmaceutical","Scientific","Tier 2","","International","https://wurpharma.com","","","Estado de Mexico","Mexico","2","Partial","Yes",""
"WATER PLUS SUPPLEMENTS INC","Nutraceutical","Scientific","Tier 2","","International","https://bellagioproperties.com","786-317-4889","","","","","Complete","Yes","1"
"WATSON PHARMA PVT. LTD.","Pharmaceutical","Scientific","Tier 2","","International","https://watsonpharm.co.in","+91 832 662 0131","","","","","Complete","Yes","4"
"wcrx.co.uk","Pharmaceutical","Both","Tier 2","","International","https://wcrx.co.uk","+44 28 2826 7222","","","","","Complete","Yes","2"
"WELLNESS CONNECTION OF MAINE","Nutraceutical","Both","Tier 2","","International","https://mainwellness.org","207-620-8232","","","","","Complete","Yes","1"
"wellspringcmo.com","CDMO/CMO","Scientific","Tier 2","","International","https://wellspringcmo.com","905-337-4535","","","","","Complete","Yes","1"
"wellspringpharm.ca","Pharmaceutical","Scientific","Tier 2","","International","https://wellspringpharm.ca","214-866-8266","","","","","Complete","Yes","1"
"WESCO INTEGRATED SUPPLY","Nutraceutical","Both","Tier 2","","International","https://wescodist.com","516-479-3808","","","","","Complete","Yes","3"
"WORLD MEDICINE EUROPE, SRL","Pharmaceutical","Both","Tier 2","","International","https://worldmedicine.ro","32917","","","","","Partial","Yes",""
"worldmedicine.dz","Pharmaceutical","Both","Tier 2","","International","https://worldmedicine.dz","","","","","","Partial","Yes",""
"WYNDEN PHARMACEUTICALS, INC.","Pharmaceutical","Scientific","Tier 2","","International","https://niche-inc.com","817-421-2777","","","","","Complete","Yes","1"
"XEL HERBACEUTICALS","Nutraceutical","Both","Tier 2","","International","https://xelherb.com","801-748-3550 ext 108","","","","","Complete","Yes","1"
"Xgene Pharmaceutical Inc.","Pharmaceutical","Scientific","Tier 2","","International","https://xgenepharm.com","","Shanghai","Shanghai","China","2","Complete","Yes","2"
"ZEUX LIFESCIENCES","Research & Development","Both","Tier 2","","International","https://zeux.com.mx","","Mexico City","Federal District","Mexico","4","Complete","Yes","1"
"Zydus Pharmaceuticals Mexico","Pharmaceutical","Scientific","Tier 2","","International","https://zydusmexico.com","","","Federal District","Mexico","54","Complete","Yes","2"
"Smarties Candy Company (Ce De Candy)","Confectionery","Engineering","Tier 1","Iconic pressed candy. Tablet press exclusive.","Northeast","https://smarties.com","","Union","New Jersey","United States","","Partial","Yes","5"
"PEZ Candy Inc.","Confectionery","Engineering","Tier 1","Pressed candy tablets. Unique tooling needs.","Northeast","https://pez.com","","Orange","Connecticut","United States","","Partial","Yes","2"
"Necco (New England Confectionery)","Confectionery","Engineering","Tier 1","Necco wafers. Classic pressed candy.","Northeast","https://necco.com","","Revere","Massachusetts","United States","","Partial","Yes","1"
"Tic Tac (Ferrero USA)","Confectionery","Engineering","Tier 1","Ferrero mini tablets. High-speed pressing.","Northeast","https://tictacusa.com","","Somerset","New Jersey","United States","","Partial","Yes","15"
"Altoids (Mars Wrigley)","Confectionery","Engineering","Tier 1","Mars pressed mints. Compression process.","Midwest","https://altoids.com","","Chicago","Illinois","United States","","Partial","Yes","11"
"Life Savers (Mars Wrigley)","Confectionery","Engineering","Tier 1","Ring tablet pressing. Unique tooling.","Midwest","https://lifesavers.com","","Chicago","Illinois","United States","","Partial","Yes","6"
"SweeTARTS (Ferrara Candy)","Confectionery","Engineering","Tier 1","Ferrara pressed candy. Tablet press production.","Midwest","https://sweetartscandy.com","","Chicago","Illinois","United States","","Partial","Yes","9"
"Brach's Confections","Confectionery","Engineering","Tier 2","","Midwest","https://brachs.com","","Chicago","Illinois","United States","","Partial","Yes",""
"Spree (Ferrara Candy)","Confectionery","Engineering","Tier 2","","Midwest","https://ferrarausa.com","","Chicago","Illinois","United States","","Partial","Yes",""
"Lemonhead (Ferrara Candy)","Confectionery","Engineering","Tier 2","","Midwest","https://ferrarausa.com","","Chicago","Illinois","United States","","Partial","Yes",""
"Doscher's Candy Co.","Confectionery","Engineering","Tier 3","","Midwest","https://doscherscandies.com","","Cincinnati","Ohio","United States","","Partial","Yes","4"
"Impact Confections","Confectionery","Engineering","Tier 2","","Midwest","https://impactconfections.com","","Janesville","Wisconsin","United States","","Partial","Yes","5"
"Sweet Candy Company","Confectionery","Engineering","Tier 2","","Rocky Mountain","https://sweetcandy.com","","Salt Lake City","Utah","United States","","Partial","Yes","7"
"Atkinson Candy Company","Confectionery","Engineering","Tier 2","","Southeast","https://atkinsoncandy.com","","Lufkin","Texas","United States","","Partial","Yes","3"
"Palmer Candy Company","Confectionery","Engineering","Tier 2","","Midwest","https://palmercandy.com","","Sioux City","Iowa","United States","","Partial","Yes","4"
"Spangler Candy","Confectionery","Engineering","Tier 2","","Midwest","https://spanglercandy.com","","Bryan","Ohio","United States","","Partial","Yes","1"
"World Confections","Confectionery","Engineering","Tier 3","","Northeast","https://worldconfections.com","","Brooklyn","New York","United States","","Partial","Yes","3"
"Primrose Candy Company","Confectionery","Engineering","Tier 3","","Midwest","https://primrosecandy.com","","Chicago","Illinois","United States","","Partial","Yes",""
"Nassau Candy","Confectionery","Engineering","Tier 2","","Northeast","https://nassaucandy.com","","Hicksville","New York","United States","","Partial","Yes","1"
"Gilliam Candy","Confectionery","Engineering","Tier 3","","Southeast","https://gilliamcandy.com","","Paducah","Kentucky","United States","","Partial","Yes",""
