Company,Industry,Tier,Division,Fit,Territory,City,State,Country,Contacts,Tier1 Reason
Absolute Pharmacy,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Lutz,Florida,United States,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
AEROJET - NM,Defense & Energetics,Tier 1,Natoli Engineering,Tooling,International,,,,11,Defense/energetics manufacturer with propellant or explosive pressing operations.
APG PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Palm Harbor,Florida,United States,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
APOTEX RESEARCH PVT LTD,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Bengaluru,Karnataka,India,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Johnson & Johnson,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,New Brunswick,New Jersey,United States,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"NATIONAL VITAMIN CO., INC.",Nutraceutical,Tier 1,Natoli Scientific,Formulation,Rocky Mountain,Casa Grande,Arizona,United States,11,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
NUTRAWISE,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,,California,,11,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
NUTRI-FORCE NUTRITION,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Miami Lakes,Florida,United States,11,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Osmotica Pharmaceutical Corp.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Bridgewater,New Jersey,United States,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"RICONPHARMA, L.L.C.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Denville,New Jersey,United States,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
SUN PHARMA,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Mumbai,Maharashtra,India,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Viking Therapeutics, Inc.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
WES PHARMA INC.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Westminster,Maryland,United States,11,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Altoids (Mars Wrigley),Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Chicago,Illinois,United States,11,Candy/mint manufacturer with high-volume tablet pressing operations.
Ken's Foods,CDMO,Tier 1,Natoli Scientific,Formulation,Northeast,Marlborough,Massachusetts,United States,11,Contract development and manufacturing organization serving pharma clients with tablet production.
"ACCURATE ENERGETIC SYSTEMS, LLC",Defense & Energetics,Tier 1,Natoli Engineering,Tooling,Southeast,McEwen,Tennessee,United States,10,Defense/energetics manufacturer with propellant or explosive pressing operations.
ALL CARE PHARMACY DBA AVRIO PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Rocky Mountain,Scottsdale,Arizona,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ANI PHARMACEUTICALS INC.-NJ,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,,New Jersey,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"ASCENT PHARMACEUTICALS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Concord,California,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
CMIC CMO USA CORPORATION,CDMO/CMO,Tier 1,Natoli Scientific,Formulation,Northeast,Cranbury Township,New Jersey,United States,10,Contract development and manufacturing organization serving pharma clients with tablet production.
DIETARY PROS (DP LABS),Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Wausau,Wisconsin,United States,10,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
LEADING PHARMA LLC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Fairfield,New Jersey,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
MIRATI THERAPEUTICS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PHARMA INTERNATIONAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Madrid,Community of Madrid,Spain,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PHARMA NORD APS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,Malaysia,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PHARMANICHE TECHNOLOGIES INC.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Rahway,New Jersey,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"SOLARA, INC.",Battery & Energy,Tier 1,Natoli Engineering,Tooling,Southeast,Hialeah,Florida,United States,10,Battery electrode manufacturer with cathode/anode compaction for cell production.
"Vesta Pharmaceuticals, Inc.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Indianapolis,Indiana,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
BIO-PHARM INC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Levittown,Pennsylvania,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
CONCORD CONFECTIONS,Confectionery,Tier 1,Natoli Engineering,Tooling,Other US,,,United States,10,Candy/mint manufacturer with high-volume tablet pressing operations.
"MID CONTINENT PACKAGING, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,Enid,Oklahoma,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
UPSHER-SMITH LABORATORIES LLC,CDMO,Tier 1,Natoli Scientific,Formulation,Midwest,Osseo,Minnesota,United States,10,Contract development and manufacturing organization serving pharma clients with tablet production.
Amway,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Ada,Michigan,United States,10,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Eirgen Pharma,CDMO,Tier 1,Natoli Scientific,Formulation,International,Waterford,Waterford,Ireland,10,Contract development and manufacturing organization serving pharma clients with tablet production.
Roquette,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,10,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Dr. Reddy's Laboratories,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Princeton,New Jersey,United States,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ALLEGIANT HEALTH,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Deer Park,New York,United States,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ANS NUTRITION,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Farmingdale,New Jersey,United States,9,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Aprecia Pharmaceuticals,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Mason,Ohio,United States,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
DOUGLAS PHARMACEUTICALS FIJI LTD.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ELITE One Source Nutritional Services,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Rocky Mountain,Missoula,Montana,United States,9,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"FLORIDA SUPPLEMENT, LLC",Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Miramar,Florida,United States,9,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
INTERPHIL LABORATORIES INC.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Antony,Ile-de-France,France,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"JARROW INDUSTRIES, INC.",Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Santa Fe Springs,California,United States,9,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
JEROME STEVENS PHARM,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Bohemia,New York,United States,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"NOSTRUM LABORATORIES, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Jackson,Missouri,United States,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PRAXGEN PHARMACEUTICALS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,South Brunswick Township,New Jersey,United States,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
RARITAN PHARMACEUTICALS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,East Brunswick,New Jersey,United States,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"STERLING PHARMACEUTICAL SERVICES, LLC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Dupo,Illinois,United States,9,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
