Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match
Nutrilite,Ada,MI,-3936,https://www.nutrilite.com,https://www.linkedin.com/company/nutrilite/,Both,,,multivitamin tablet manufacturing,87,Offers a range of multivitamins; involves both manufacturing and scientific research.,,,,,
Solgar,Leonia,NJ,-3690,https://www.solgar.com,https://www.linkedin.com/company/solgar/,Both,,,multivitamin tablet manufacturing,82,Produces a wide variety of vitamins and supplements; engineering and scientific fit.,,,,,
Rainbow Light,Boulder,CO,-10362,https://www.rainbowlight.com,https://www.linkedin.com/company/rainbow-light/,Both,,,multivitamin tablet manufacturing,81,Focus on natural multivitamins; needs both engineering for production and scientific for formulation.,,,,,
Herbalife,Los Angeles,CA,-7221,https://www.herbalife.com,https://www.linkedin.com/company/herbalife/,Both,,,multivitamin tablet manufacturing,80,Offers a range of dietary supplements including multivitamins; requires manufacturing and R&D.,,,,,
Puritan's Pride,Long Island,NY,-2474,https://www.puritan.com,https://www.linkedin.com/company/puritans-pride/,Both,,,multivitamin tablet manufacturing,80,Manufactures a range of vitamins and supplements; requires engineering and scientific formulation.,,,,,
One A Day,Chicago,IL,-7576,https://www.oneaday.com,https://www.linkedin.com/company/one-a-day/,Both,,,multivitamin tablet manufacturing,79,Known for multivitamins; requires both engineering for production and scientific for formulation.,,,,,
Vitafusion,Burlington,NJ,-9174,https://www.vitafusion.com,https://www.linkedin.com/company/vitafusion/,Both,,,multivitamin tablet manufacturing,78,Produces gummy multivitamins; requires both manufacturing and scientific development.,,,,,
Alive!,Woodland Hills,CA,-7207,https://www.alive.com,https://www.linkedin.com/company/alive/,Both,,,multivitamin tablet manufacturing,77,Offers a range of multivitamins; involves engineering and research for product development.,,,,,
Nature's Way,Green Bay,WI,+1-800-9NATURE,https://www.naturesway.com,https://www.linkedin.com/company/nature-s-way/,Both,,,multivitamin tablet manufacturing,76,Offers a variety of multivitamins; requires engineering and scientific expertise for formulation.,,,,,
Ollois,Miami,FL,-7119,https://www.ollois.com,https://www.linkedin.com/company/ollois/,Both,,,multivitamin tablet manufacturing,75,Focus on homeopathic and multivitamin production; needs engineering and formulation.,,,,,
SmartyPants,Los Angeles,CA,-9126,https://www.smartypantsvitamins.com,https://www.linkedin.com/company/smartypants/,Both,,,multivitamin tablet manufacturing,74,Produces gummy multivitamins; integrates engineering and scientific development.,,,,,
Zahler,Lakewood,NJ,-7295,https://www.zahler.com,https://www.linkedin.com/company/zahler/,Both,,,multivitamin tablet manufacturing,73,Offers a wide range of vitamins and supplements; requires engineering and scientific formulation.,,,,,
ProbioFerm,Cincinnati,OH,-2301,https://www.probioferm.com,https://www.linkedin.com/company/probioferm,Both,,,probiotic tablet manufacturing,85,Involved in both probiotic formulation and manufacturing processes.,,,,,
Garden of Life,West Palm Beach,FL,-6793,https://www.gardenoflife.com,https://www.linkedin.com/company/garden-of-life,Both,,,probiotic tablet manufacturing,90,Focus on probiotic products with emphasis on quality manufacturing.,,,,,
Culturelle,Fort Lauderdale,FL,-10273,https://www.culturelle.com,https://www.linkedin.com/company/culturelle,Both,,,probiotic tablet manufacturing,88,Known for their probiotic formulations and manufacturing capabilities.,,,,,
Renew Life,Palm Beach Gardens,FL,-5436,https://www.renewlife.com,https://www.linkedin.com/company/renew-life,Both,,,probiotic tablet manufacturing,87,Produces probiotic supplements with a strong emphasis on engineering.,,,,,
Klaire Labs,Wilmington,DE,-10732,https://www.klaire.com,https://www.linkedin.com/company/klaire-labs,Scientific,,,probiotic tablet manufacturing,82,Focus on scientific research and development of probiotic formulations.,,,,,
Probiotic America,Los Angeles,CA,-7407,https://www.probioticamerica.com,https://www.linkedin.com/company/probiotic-america,Both,,,probiotic tablet manufacturing,85,Combines formulation expertise with manufacturing capabilities.,,,,,
Bifidobacterium,San Diego,CA,-4383,https://www.bifidobacterium.com,https://www.linkedin.com/company/bifidobacterium,Scientific,,,probiotic tablet manufacturing,80,Research-driven company specializing in probiotic development.,,,,,
Youtheory,Irvine,CA,-11379,https://www.youtheory.com,https://www.linkedin.com/company/youtheory,Both,,,probiotic tablet manufacturing,86,Focus on both formulation and manufacturing of probiotic tablets.,,,,,
Probiotic Solutions,Phoenix,AZ,-2390,https://www.probioticsolutions.com,https://www.linkedin.com/company/probiotic-solutions,Both,,,probiotic tablet manufacturing,84,Offers both manufacturing and R&D services in probiotics.,,,,,
Nature's Way,Green Bay,WI,-11350,https://www.naturesway.com,https://www.linkedin.com/company/nature's-way,Both,,,probiotic tablet manufacturing,90,Known for both their product formulations and their engineering processes.,,,,,
Florastor,New York,NY,-5087,https://www.florastor.com,https://www.linkedin.com/company/florastor,Both,,,probiotic tablet manufacturing,85,Develops and manufactures probiotic tablets with strong engineering.,,,,,
Align,Burlington,NC,-7679,https://www.alignprobiotics.com,https://www.linkedin.com/company/align,Both,,,probiotic tablet manufacturing,88,Combines R&D with manufacturing processes for probiotics.,,,,,
Jarrow Formulas,Los Angeles,CA,-5431,https://www.jarrow.com,https://www.linkedin.com/company/jarrow-formulas,Both,,,probiotic tablet manufacturing,89,Involved in both probiotic formulation and manufacturing.,,,,,
Dr. Ohhira's Probiotics,Los Angeles,CA,-7407,https://www.essentialformulas.com,https://www.linkedin.com/company/essential-formulas,Both,,,probiotic tablet manufacturing,84,Manufactures high-quality probiotic products with engineering focus.,,,,,
BioCare Copenhagen,Copenhagen,DK,-1776,https://www.biocarecopenhagen.com,https://www.linkedin.com/company/biocare-copenhagen,Both,,,probiotic tablet manufacturing,80,Focuses on both engineering and scientific research for probiotics.,,,,,
Synlogic,Cambridge,MA,-5492,https://www.synlogic.com,https://www.linkedin.com/company/synlogic,Scientific,,,probiotic tablet manufacturing,82,Engaged in scientific research and development of probiotic therapies.,,,,,
ProbioFerm,Cincinnati,OH,-2301,https://www.probioferm.com,https://www.linkedin.com/company/probioferm,Both,,,probiotic tablet manufacturing,85,Specializes in probiotic tablet manufacturing and R&D.,,,,,
NutraBlast,San Diego,CA,-9063,https://www.nutrablast.com,https://www.linkedin.com/company/nutrablast,Both,,,probiotic tablet manufacturing,83,Engages in both probiotic formulation and tablet manufacturing.,,,,,
Nature Made,Mission Hills,CA,-3953,https://www.naturemade.com,https://www.linkedin.com/company/nature-made/,Both,,,calcium supplement tablets,90,Nature Made produces calcium supplement tablets and may require both engineering and scientific support.,,,,,
Caltrate,Woodland Hills,CA,-5729,https://www.caltrate.com,https://www.linkedin.com/company/caltrate/,Both,,,calcium supplement tablets,85,Caltrate specializes in calcium supplements and would benefit from both engineering and formulation services.,,,,,
NOW Foods,Bloomingdale,IL,-2792,https://www.nowfoods.com,https://www.linkedin.com/company/now-foods/,Both,,,calcium supplement tablets,88,"NOW Foods offers a range of calcium supplements, requiring both engineering and scientific expertise.",,,,,
Garden of Life,West Palm Beach,FL,-3376,https://www.gardenoflife.com,https://www.linkedin.com/company/garden-of-life/,Both,,,calcium supplement tablets,87,Garden of Life provides calcium supplements and integrates both engineering and scientific methodologies.,,,,,
Nature's Way,Green Bay,WI,+1-800-9NATURE,https://www.naturesway.com,https://www.linkedin.com/company/nature's-way/,Both,,,calcium supplement tablets,85,"Nature's Way offers various calcium supplements, fitting both engineering and scientific categories.",,,,,
Solgar,Leonia,NJ,-10194,https://www.solgar.com,https://www.linkedin.com/company/solgar/,Both,,,calcium supplement tablets,84,Solgar manufactures calcium tablets and benefits from both engineering and scientific expertise.,,,,,
Kirkland Signature,Issaquah,WA,-4251,https://www.costco.com/kirkland-signature.html,https://www.linkedin.com/company/kirkland-signature/,No Fit,,,calcium supplement tablets,80,Kirkland Signature is a brand under Costco and does not focus on engineering or scientific services.,,,,,
Twinlab,American Fork,UT,-9967,https://www.twinlab.com,https://www.linkedin.com/company/twinlab/,Both,,,calcium supplement tablets,82,Twinlab produces calcium supplements and requires both engineering and R&D support.,,,,,
Vitafusion,Gainesville,GA,-5772,https://www.vitafusion.com,https://www.linkedin.com/company/vitafusion/,Both,,,calcium supplement tablets,83,"Vitafusion specializes in gummy vitamins including calcium, needing both engineering and scientific innovation.",,,,,
Life Extension,Fort Lauderdale,FL,-10466,https://www.lifeextension.com,https://www.linkedin.com/company/life-extension/,Both,,,calcium supplement tablets,86,Life Extension offers a variety of calcium supplements and requires engineering and scientific collaboration.,,,,,
BioTech Pharmacal,Fayetteville,AR,-7497,https://www.biotechpharmacal.com,https://www.linkedin.com/company/biotech-pharmacal/,Both,,,calcium supplement tablets,84,"BioTech Pharmacal produces calcium supplements, necessitating both engineering and formulation expertise.",,,,,
Country Life,Long Island,NY,-5610,https://www.countrylifefoods.com,https://www.linkedin.com/company/country-life/,Both,,,calcium supplement tablets,85,Country Life offers calcium supplements and could utilize both engineering and scientific support.,,,,,
Pure Encapsulations,Sudbury,MA,-3829,https://www.pureencapsulations.com,https://www.linkedin.com/company/pure-encapsulations/,Both,,,calcium supplement tablets,87,Pure Encapsulations provides calcium supplements and may need both engineering and R&D services.,,,,,
Youtheory,Irvine,CA,-8869,https://www.youtheory.com,https://www.linkedin.com/company/youtheory/,Both,,,calcium supplement tablets,82,"Youtheory specializes in dietary supplements including calcium, requiring both engineering and scientific input.",,,,,
New Chapter,Brattleboro,VT,-11237,https://www.newchapter.com,https://www.linkedin.com/company/new-chapter/,Both,,,calcium supplement tablets,83,"New Chapter offers calcium supplements, necessitating engineering and R&D collaboration.",,,,,
Ancient Nutrition,Nashville,TN,-3445,https://www.ancientnutrition.com,https://www.linkedin.com/company/ancient-nutrition/,Both,,,calcium supplement tablets,80,"Ancient Nutrition provides various supplements, including calcium, and needs engineering and scientific support.",,,,,
Thorne Research,Dover,ID,-2987,https://www.thorne.com,https://www.linkedin.com/company/thorne-research/,Both,,,calcium supplement tablets,85,Thorne Research offers calcium supplements and would require engineering and scientific resources.,,,,,
SmartyPants Vitamins,Los Angeles,CA,-1973,https://www.smartypantsvitamins.com,https://www.linkedin.com/company/smartypants-vitamins/,Both,,,calcium supplement tablets,81,"SmartyPants produces gummy vitamins including calcium, needing engineering and scientific collaboration.",,,,,
Nature Made,Cypress,CA,-3953,https://www.naturemade.com,https://www.linkedin.com/company/nature-made,Both,,,iron supplement tablets,90,Produces iron supplement tablets and may require tablet tooling and formulation.,,,,,
Solgar,Leonia,NJ,-10066,https://www.solgar.com,https://www.linkedin.com/company/solgar,Both,,,iron supplement tablets,85,Manufactures iron supplements and engages in R&D for formulations.,,,,,
NOW Foods,Bloomingdale,IL,#NAME?,https://www.nowfoods.com,https://www.linkedin.com/company/now-foods,Both,,,iron supplement tablets,88,"Offers iron tablets, requiring both manufacturing and formulation expertise.",,,,,
Garden of Life,Palm Beach Gardens,FL,-1381,https://www.gardenoflife.com,https://www.linkedin.com/company/garden-of-life,Both,,,iron supplement tablets,87,Produces iron supplements and invests in R&D for their products.,,,,,
MegaFood,Derry,NH,-4189,https://www.megafood.com,https://www.linkedin.com/company/megafood,Both,,,iron supplement tablets,85,Manufactures iron supplements with a focus on whole food formulations.,,,,,
Vitafusion,Bloomington,MN,-1761,https://www.vitafusion.com,https://www.linkedin.com/company/vitafusion,Both,,,iron supplement tablets,80,Provides iron gummies and may require engineering for tablet production.,,,,,
Nature's Way,Green Bay,WI,#NAME?,https://www.naturesway.com,https://www.linkedin.com/company/nature-s-way,Both,,,iron supplement tablets,85,Offers iron supplements and engages in product formulation.,,,,,
Thorne Research,Dover,ID,-2993,https://www.thorne.com,https://www.linkedin.com/company/thorne-research,Scientific,,,iron supplement tablets,90,"Focuses on high-quality formulations, including iron supplements.",,,,,
New Chapter,Brattleboro,VT,-10316,https://www.newchapter.com,https://www.linkedin.com/company/new-chapter,Both,,,iron supplement tablets,83,Produces iron supplement tablets and emphasizes R&D.,,,,,
BioCare Copenhagen,Copenhagen,None,-78,https://www.biocarecopenhagen.com,https://www.linkedin.com/company/biocare-copenhagen,Both,,,iron supplement tablets,75,"Offers various supplements including iron, needing both formulation and manufacturing.",,,,,
IronFish,New York,NY,-3540,https://www.ironfish.com,https://www.linkedin.com/company/ironfish,Both,,,iron supplement tablets,78,"Specializes in iron supplementation, requiring engineering and R&D.",,,,,
Pure Encapsulations,Sudbury,MA,-3829,https://www.pureencapsulations.com,https://www.linkedin.com/company/pure-encapsulations,Scientific,,,iron supplement tablets,90,Focuses on formulations of dietary supplements including iron.,,,,,
Nutritional Science,Henderson,NV,-3487,https://www.nutritional-science.com,,Both,,,iron supplement tablets,80,"Offers a range of iron supplements, requiring both formulation and production.",,,,,
Jarrow Formulas,Los Angeles,CA,-8894,https://www.jarrow.com,https://www.linkedin.com/company/jarrow-formulas,Both,,,iron supplement tablets,85,Manufactures iron tablets and conducts R&D for new formulations.,,,,,
Swanson Health Products,Fargo,ND,-5384,https://www.swansonvitamins.com,https://www.linkedin.com/company/swanson-health-products,Both,,,iron supplement tablets,82,Sells iron supplements and may need engineering and formulation support.,,,,,
