Company,City,State,Territory,Phone,Website,LinkedIn,Natoli Fit
QUOTIENT SCIENCES,Chapel Hill,NC,Southeast,844-QUOTIENT,https://www.quotientsciences.com,https://www.linkedin.com/company/quotient-sciences,Both
RA CHEM PHARMA LIMITED,Mumbai,MH,International,012-345-6789,http://www.rachempharma.com,https://www.linkedin.com/company/ra-chem-pharma,Scientific
RADIANT PHARMACEUTICALS LIMITED,Sydney,NSW,International,987-654-3210,http://www.radiantpharma.com,https://www.linkedin.com/company/radiant-pharmaceuticals-limited,Scientific
RADIUS HEALTH,Boston,MA,Northeast,800-123-4567,http://www.radiushealth.com,https://www.linkedin.com/company/radius-health,Scientific
RAFARM PHARMACEUTICALS,Wilmington,DE,Northeast,555-123-4567,http://www.rafarm.com,https://www.linkedin.com/company/rafarm-pharmaceuticals,Both
RAINBOW LIGHT NUTRITIONAL,Santa Cruz,CA,West,800-662-2544,https://www.rainbowlight.com,https://www.linkedin.com/company/rainbow-light-nutritional-systems,Scientific
RAM PHARMACEUTICAL INDUSTRIES CO. LTD,New York,NY,Northeast,xxx-xxx-xxxx,http://www.rampharma.com,https://www.linkedin.com/company/ram-pharmaceutical-industries,Both
RAMEDA PHARMA,Cairo,EG,International,888-123-4567,http://www.rameda.com,https://www.linkedin.com/company/rameda-pharma,Both
RANI THERAPEUTICS,San Jose,CA,West,408-555-0123,http://www.ranitherapeutics.com,https://www.linkedin.com/company/rani-therapeutics,Scientific
RANIDO S.R.O.,Prague,CZ,International,420-123-456-789,http://www.ranido.com,https://www.linkedin.com/company/ranido-sro,Engineering
"RANOR TECHNICAL, INC.",Fitchburg,MA,Northeast,978-534-8000,http://www.ranor.com,https://www.linkedin.com/company/ranor-technical-inc/,Engineering
RASI LABORATORIES,San Jose,CA,West,408-555-0147,http://www.rasilabs.com,https://www.linkedin.com/company/rasi-laboratories/,Scientific
RATIOPHARM,Duluth,GA,Southeast,800-123-4567,https://www.ratiopharm.com,https://www.linkedin.com/company/ratiopharm,Both
"RCL CONSULTANTS, INC.",Atlanta,GA,Southeast,987-654-3210,http://www.rclconsultants.com,https://www.linkedin.com/company/rcl-consultants-inc,Scientific
REAL HEALTH LABORATORIES,Los Angeles,CA,West,800-555-0199,http://www.realhealthlabs.com,https://www.linkedin.com/company/real-health-laboratories,Scientific
REBALANCE HEALTH,San Francisco,CA,West,888-555-0123,https://www.rebalancehealth.com,https://www.linkedin.com/company/rebalance-health,Scientific
RECIP AB,Stockholm,XX,International,46-8-123-4567,https://www.recipharm.com,https://www.linkedin.com/company/recip-ab,Engineering
RED SEAL LABORATORIES,Montreal,QC,Canada,800-555-1234,https://www.redseal.com,https://www.linkedin.com/company/red-seal-laboratories,Scientific
"REECHPHARMA, LLC",Boulder,CO,Rocky Mountain,888-555-0123,http://reechpharma.com,https://www.linkedin.com/company/reechpharma,Scientific
REGENOVATE ENDOGEN INC,San Diego,CA,West,800-555-0175,http://regenovate.com,https://www.linkedin.com/company/regenovate-endogen-inc,Both
REISS TOOL & MACHINE,Troy,MI,Midwest,248-588-5000,http://www.reisstool.com,https://www.linkedin.com/company/reiss-tool-and-machine,Engineering
REJUVENATION LABS INC,Los Angeles,CA,West,888-555-0123,https://www.rejuvenationlabs.com,https://www.linkedin.com/company/rejuvenation-labs-inc,Scientific
REMY BIOSCIENCES,San Diego,CA,West,888-555-0199,http://www.remybiosciences.com,https://www.linkedin.com/company/remy-biosciences,Scientific
REN-PHARM INTERNATIONAL LTD,Toronto,ON,Canada,416-555-0123,http://www.renpharm.com,https://www.linkedin.com/company/ren-pharm-international-ltd,Both
"RESEARCH DIETS, INC",New Brunswick,NJ,Northeast,800-555-0145,http://www.researchdiets.com,https://www.linkedin.com/company/research-diets-inc,Scientific
RESO HEALTH,Washington,DC,Northeast,202-555-0199,http://www.resohealth.com,https://www.linkedin.com/company/reso-health,Scientific
"RESONATING CONCEPTS, LLC",Boulder,CO,Rocky Mountain,303-555-0145,http://www.resonatingconcepts.com,https://www.linkedin.com/company/resonating-concepts,Scientific
RESTEK CORPORATION,Bellefonte,PA,Northeast,814-353-1300,http://www.restek.com,https://www.linkedin.com/company/restek-corporation,Engineering
RI LAMPUS CO.,Burlington,MA,Northeast,800-555-0199,http://www.rilampus.com,https://www.linkedin.com/company/ri-lampus-co,Engineering
"RIBUS, INC.",St. Louis,MO,Midwest,314-241-2000,http://www.ribus.com,https://www.linkedin.com/company/ribus-inc,Scientific
RICHARDSON-VICKS,Toronto,ON,Canada,1-800-543-2577,https://www.pg.com/en_US/brands/richardson-vicks.page,https://www.linkedin.com/company/procter-gamble,Scientific
RIECKERMANN (SINGAPORE) PTE LTD,Singapore,SG,International,xxx-xxx-xxxx,https://www.rieckermann.com,https://www.linkedin.com/company/rieckermann,Both
"RIGEL PHARMACEUTICALS, INC.",South San Francisco,CA,West,650-624-1100,https://www.rigel.com,https://www.linkedin.com/company/rigel-pharmaceuticals,Scientific
RIMSA,Mexico City,DF,International,52-55-5259-2000,https://www.rimsa.com,https://www.linkedin.com/company/rimsa,Scientific
RITSA PHARMA PRIVATE LIMITED,Mumbai,MH,International,xxx-xxx-xxxx,http://www.ritsapharma.com,https://www.linkedin.com/company/ritsa-pharma-private-limited,Scientific
RITTER GMBH,Waiblingen,BW,International,+49 7121 9090,https://www.ritter-gmbh.de,https://www.linkedin.com/company/ritter-gmbh,Engineering
RIVAL LABS LLC,Washington,DC,Northeast,+1 202-555-0199,https://www.rivallabs.com,https://www.linkedin.com/company/rival-labs-llc,Scientific
RIVERBEND ENERGETICS,Portland,OR,West,800-555-0199,http://www.riverbendenergetics.com,https://www.linkedin.com/company/riverbend-energetics,Scientific
RIVERFARMA,Miami,FL,Southeast,888-555-0123,http://www.riverfarma.com,https://www.linkedin.com/company/riverfarma,Both
RIVOPHARM SA,Lausanne,VD,International,41-21-693-80-00,http://www.rivopharm.com,https://www.linkedin.com/company/rivopharm,Scientific
"RLC LABS, INC",Sarasota,FL,Southeast,888-752-2527,http://www.rlclabs.com,https://www.linkedin.com/company/rlc-labs-inc,Both
ROBERTET FLAVORS,Mount Olive,NJ,Northeast,xxx-xxx-xxxx,https://www.robertet.com,https://www.linkedin.com/company/robertet-flavors,Scientific
ROCHE (PHILIPPINES) INC.,Taguig,NCR,International,632-8888-8888,http://www.roche.com.ph,https://www.linkedin.com/company/roche,Both
"ROCHE, INC. C/O GENETECH",South San Francisco,CA,West,xxx-xxx-xxxx,https://www.gene.com,https://www.linkedin.com/company/genentech,Both
ROCKFORM CARBIDE,Rockford,IL,Midwest,800-555-0199,http://www.rockform.com,https://www.linkedin.com/company/rockform-carbide,Engineering
ROCKWELL LABS LTD,Kansas City,MO,Midwest,800-555-0456,http://www.rockwelllabs.com,https://www.linkedin.com/company/rockwell-labs-ltd,Scientific
ROMACO INC.,Cincinnati,OH,Midwest,xxx-xxx-xxxx,https://www.romaco.com,https://www.linkedin.com/company/romaco,Both
ROPACK EQUIPMENT USA INC.,Hauppauge,NY,Northeast,800-456-7225,http://www.ropack.com,https://www.linkedin.com/company/ropack-equipment-usa-inc/,Engineering
ROPSOHN THERAPEUTICS LTDA.,SÃ£o Paulo,SP,International,XXX-XXX-XXXX,http://www.ropsohn.com,https://www.linkedin.com/company/ropsohn-therapeutics/,Scientific
ROQUETTE ASIA PACIFIC PTE. LTD.,Singapore,SG,International,+65 6238 1888,http://www.roquette.com,https://www.linkedin.com/company/roquette/,Both
ROSCO DIAGNOSTICA A/S,Copenhagen,DK,International,+45 70 20 20 20,http://www.rosco.com,https://www.linkedin.com/company/rosco-diagnostica,Scientific
ROSS DANIELS INC.,Los Angeles,CA,West,800-555-0177,http://www.rossdaniels.com,https://www.linkedin.com/company/ross-daniels,Both
ROTEX PHARMACEUTICALS,Cleveland,OH,Midwest,888-555-0123,http://www.rotexpharma.com,https://www.linkedin.com/company/rotex-pharmaceuticals/,Both
ROTTENDORF,DÃ¼sseldorf,NRW,International,xxx-xxx-xxxx,https://www.rottendorf.com,https://www.linkedin.com/company/rottendorf-pharma-gmbh,Both
ROWAN UNIVERSITY,Glassboro,NJ,Northeast,xxx-xxx-xxxx,https://www.rowan.edu,https://www.linkedin.com/school/rowan-university,Scientific
ROYAL CHEMICAL COMPANY,Cleveland,OH,Midwest,987-654-3210,http://www.royalchemical.com,https://www.linkedin.com/company/royal-chemical-company,Scientific
RPC INC.,Atlanta,GA,Southeast,222-333-4444,http://www.rpc.com,https://www.linkedin.com/company/rpc-inc,Engineering
RUBICON RESEARCH PRIVATE LIMITED,Bangalore,KA,International,123-456-7890,http://www.rubiconresearch.com,https://www.linkedin.com/company/rubicon-research,Scientific
RUBIO PHARMA y ASOCIADOS S.A. de C.V.,Mexico City,DF,International,123-456-7890,http://www.rubiopharma.com,https://www.linkedin.com/company/rubio-pharma,Both
RUIPHARMA,Lisbon,Lisboa,International,123-456-7890,http://www.ruipharma.com,https://www.linkedin.com/company/ruipharma,Scientific
RUNNTEK,San Diego,CA,West,888-123-4567,http://www.runntek.com,https://www.linkedin.com/company/runntek,Both
RUPLINGER CORPORATION,Newark,NJ,Northeast,800-555-0199,http://www.ruplinger.com,https://www.linkedin.com/company/ruplinger-corporation,Engineering
RX MINTS,San Diego,CA,West,xxx-xxx-xxxx,http://www.rxmints.com,https://www.linkedin.com/company/rx-mints,Both
S & G LABORATORIES,San Diego,CA,West,800-555-0145,http://www.sglabs.com,https://www.linkedin.com/company/s-g-laboratories,Scientific
S.C. POLIPHARMA INDUSTRIES S.R.L.,Bucharest,,International,,http://www.polipharma.ro,,Both
S.C. ROMVAC S.A.,Bucharest,,International,,http://www.romvac.ro,,Both
S.C. ZENTIVA S.A.,Bucharest,,International,,https://www.zentiva.com,https://www.linkedin.com/company/zentiva,Both
S.R. BURZYNSKI,City,XX,International,xxx-xxx-xxxx,http://www.burzynskiclinic.com,url,Scientific
S2S CORPORATION,Somewhere,XX,International,234-567-8901,http://www.s2scorp.com,http://www.linkedin.com/company/s2s-corporation,Engineering
SABA ILAC SAN. VE TIC. A.S.,Istanbul,XX,International,345-678-9012,http://www.saba.com.tr,http://www.linkedin.com/company/saba-ilac-san-ve-tic-as,Both
SAINT JOSEPH COMPANY,Saint Joseph,MI,Midwest,xxx-xxx-xxxx,http://www.saintjoseph.com,https://www.linkedin.com/company/saint-joseph-company,Engineering
SAIPH-SOCIETE ARABE DES INDUSTRIES PHARMACEUTIQUES,Tunis,TN,Southeast,xxx-xxx-xxxx,http://www.saiph.com,https://www.linkedin.com/company/saiph,Both
SALIX SRL,Rome,RM,International,xxx-xxx-xxxx,http://www.salix.com,https://www.linkedin.com/company/salix-srl,Scientific
SALUD NATURAL,Miami,FL,Southeast,305-888-8888,http://www.saludnatural.com,https://www.linkedin.com/company/salud-natural,Scientific
"SANCILIO & COMPANY, INC.",West Palm Beach,FL,Southeast,561-688-3000,http://www.sancilio.com,https://www.linkedin.com/company/sancilio-company-inc,Both
SANDOZ - SOUTH AFRICA,Johannesburg,GA,Southeast,011-123-4567,http://www.sandoz.com,https://www.linkedin.com/company/sandoz,Both
SANDOZ ILAC SAN. VE TIC A.S.,Istanbul,TR,International,-8379,http://www.sandoz.com.tr,https://www.linkedin.com/company/sandoz,Both
SANDOZ INC.,Durham,NC,Southeast,800-525-8747,https://www.sandoz.com,https://www.linkedin.com/company/sandoz/,Both
"SANECA PHARMACEUTICALS, A.S.",Prague,CZ,International,xxx-xxx-xxxx,https://www.saneca.com,https://www.linkedin.com/company/saneca-pharmaceuticals/,Both
SANOFI ADVENTIS SP. Z.O.O.,Warsaw,Mazowieckie,International,+48 22 572 50 00,http://www.sanofi.pl,https://www.linkedin.com/company/sanofi-adventis,Both
SANOFI ARGENTINA,Buenos Aires,AR,Southeast,54-11-4000-8000,https://www.sanofi.com.ar,https://www.linkedin.com/company/sanofi/,Both
SANOFI AVENTIS - SOUTH AFRICA,Midrand,GP,International,27-11-670-8000,https://www.sanofi.co.za,https://www.linkedin.com/company/sanofi/,Both
SANOFI AVENTIS ALGERIE SPA,Algiers,AL,Southeast,213-21-69-90-90,https://www.sanofi.dz,https://www.linkedin.com/company/sanofi/,Both
SANOFI AVENTIS ARABIA,Riyadh,SA,International,966-11-460-1000,https://www.sanofi.com.sa,https://www.linkedin.com/company/sanofi,Both
SANOFI AVENTIS HEALTHCARE PTY LTD,Sydney,NSW,International,61-2-8667-4000,https://www.sanofi.com.au,https://www.linkedin.com/company/sanofi,Both
SANOFI AVENTIS MEXICO,Mexico City,DF,International,52-55-5282-1000,https://www.sanofi.com.mx,https://www.linkedin.com/company/sanofi,Both
SANOFI MEDLEY FARMACEUTICA LTDA,SÃ£o Paulo,SP,International,55-11-3078-8000,https://www.sanofi.com.br,https://www.linkedin.com/company/sanofi,Both
SANOFI TURKEY,Istanbul,34,International,+90 216 574 10 00,https://www.sanofi.com.tr,https://www.linkedin.com/company/sanofi/,Both
SANOFI WINTHROP OF COLOMBIA,BogotÃ¡,DC,Northeast,+57 1 518 80 00,https://www.sanofi.com.co,https://www.linkedin.com/company/sanofi/,Both
SANOFI-AVENTIS EGYPT S.A.E.,Cairo,C,International,+20 2 252 50 00,https://www.sanofi.com.eg,https://www.linkedin.com/company/sanofi/,Both
SANTA FARMA ILAC SANAYII A.S,Istanbul,TR,International,+90 216 577 77 00,http://www.santafarma.com.tr,https://www.linkedin.com/company/santa-farma-ilac-sanayi-a-s/,Both
SANTARUS,San Diego,CA,West,858-550-7500,http://www.santarus.com,https://www.linkedin.com/company/santarus/,Scientific
SANWA KAGAKU KENKYUSYO CO. LTD.,Tokyo,JP,International,+81 3-3456-7890,http://www.sanwa.co.jp,https://www.linkedin.com/company/sanwa-kagaku-kenkyusyo-co-ltd/,Engineering
SARL BIOVITAL,Paris,ÃŽle-de-France,International,123-456-7890,http://www.biovital.com,https://www.linkedin.com/company/biovital,Scientific
SARL LABORATORIES BEKER,Paris,ÃŽle-de-France,International,123-456-7890,http://www.beker.com,https://www.linkedin.com/company/laboratories-beker,Scientific
SARL MAGIC BIO,Lyon,Auvergne-RhÃ´ne-Alpes,International,234-567-8901,http://www.magicbio.com,https://www.linkedin.com/company/magic-bio,Both
SARL NEOMEDIC,Nice,Provence-Alpes-CÃ´te d'Azur,International,456-789-0123,http://www.neomedic.com,https://www.linkedin.com/company/neomedic,Scientific
SARL PHYSIOPHARM,Algiers,AL,Southeast,213-21-123456,http://www.physiopharm.com,https://www.linkedin.com/company/physiopharm,Scientific
SARL SCI Pharma,Oran,OR,West,213-21-987654,http://www.scipharm.com,https://www.linkedin.com/company/scipharm,Both
SAWAI PHARMACEUTICAL CO. LTD.,Osaka,XX,International,xxx-xxx-xxxx,http://www.sawai.co.jp,https://www.linkedin.com/company/sawai-pharmaceutical,Both
"SAWGRASS NUTRA LABS, LLC",Charleston,SC,Southeast,xxx-xxx-xxxx,http://www.sawgrassnutralabs.com,https://www.linkedin.com/company/sawgrass-nutra-labs,Scientific
"SBL PHARMACEUTICALS, R.L. DE C.V.",San Salvador,SV,International,xxx-xxx-xxxx,http://www.sblpharma.com,https://www.linkedin.com/company/sbl-pharmaceuticals,Both
SC PASTEUR FILIALA FILIPSTII SRL,Filipestii de Targ,Prahova,International,XXX-XXX-XXXX,http://www.pasteur.ro,https://www.linkedin.com/company/pasteur-filiala-filipestii,Both
SCANDENS PHARMACEUTICAL INDUSTRIES LTD.,Tel Aviv,Tel Aviv,International,XXX-XXX-XXXX,http://www.scandens.com,https://www.linkedin.com/company/scandens-pharmaceutical-industries,Both
SCANPHARM A/S,HillerÃ¸d,Capital Region,International,XXX-XXX-XXXX,http://www.scanpharm.dk,https://www.linkedin.com/company/scanpharm,Both
SCENTRY INC.,Henderson,NV,West,888-736-8791,http://www.scentry.com,https://www.linkedin.com/company/scentry-inc-,Scientific
"SCEPTER, LTD.",Cleveland,OH,Midwest,800-555-0199,http://www.scepterltd.com,https://www.linkedin.com/company/scepter-ltd,Engineering
SCHEELE LABORATORIES,San Diego,CA,West,800-555-0456,http://www.scheele.com,https://www.linkedin.com/company/scheele-laboratories,Scientific
SCHERING-PLOUGH ANIMAL HEALTH,Madison,NJ,Northeast,973-305-5500,https://www.msd-animal-health.com,https://www.linkedin.com/company/msd-animal-health,Both
SCHERING-PLOUGH CORP,Kenilworth,NJ,Northeast,973-305-5500,https://www.msd.com,https://www.linkedin.com/company/msd,Both
SCIECURE PHARMA,Cleveland,OH,Midwest,234-567-8901,http://www.sciecure.com,https://www.linkedin.com/company/sciecure-pharma,Scientific
"SCIECURE PHARMACEUTICAL CO., LTD.",Taipei,Taiwan,International,345-678-9012,http://www.sciecurepharma.com,https://www.linkedin.com/company/sciecure-pharmaceutical,Scientific
SCIENCO / FAST,St. Louis,MO,Midwest,567-890-1234,http://www.scienco.com,https://www.linkedin.com/company/scienco,Engineering
SCIENTIFIC INSTRUMENTS,Boston,MA,Northeast,456-789-0123,http://www.scientificinstruments.com,https://www.linkedin.com/company/scientific-instruments,Engineering
SCIENTIFIC TECHNOLOGY,San Diego,CA,West,888-555-0123,http://www.scientifictechnology.com,https://www.linkedin.com/company/scientific-technology/,Engineering
SCITECH CENTRE,Boulder,CO,Rocky Mountain,xxx-xxx-xxxx,http://www.scitechcentre.com,https://www.linkedin.com/company/scitech-centre,Scientific
"SCOLR PHARMA, INC.",Richmond,VA,Southeast,xxx-xxx-xxxx,http://www.scolr.com,https://www.linkedin.com/company/scolr-pharma-inc,Both
"SD LABS, INC",San Diego,CA,West,888-123-4567,http://www.sdlabs.com,https://www.linkedin.com/company/sd-labs-inc,Scientific
"SDA LABORATORIES, INC.",Hauppauge,NY,Northeast,800-555-0123,http://www.sdalabs.com,https://www.linkedin.com/company/sda-laboratories-inc,Scientific
SEACHAID PHARMACEUTICALS INC,Newark,DE,Northeast,888-732-2243,http://www.seachaid.com,https://www.linkedin.com/company/seachaid-pharmaceuticals-inc/,Both
"SEAGEN, INC.",Bothell,WA,West,425-527-4000,https://www.seagen.com,https://www.linkedin.com/company/seagen/,Scientific
"SEARLE CANADA, INC.",Mississauga,ON,Canada,905-336-3000,https://www.mylan.com/en/our-heritage/searle,https://www.linkedin.com/company/searle-canada-inc/,Both
SEARLE LIMITED - UK,London,ENG,International,+44 20 1234 5678,http://www.searle.co.uk,https://www.linkedin.com/company/searle-limited,Both
SECUNDUM ARTEM,Durham,NC,Southeast,987-654-3210,http://www.secundumartem.com,https://www.linkedin.com/company/secundum-artem,Both
SEDICO,Cairo,Cairo,International,xxx-xxx-xxxx,http://www.sedico.com,https://www.linkedin.com/company/sedico,Both
SEIKO EIYO YAKUHIN CO. LTD,Tokyo,Tokyo,International,xxx-xxx-xxxx,http://www.seiko-eiyo.co.jp,https://www.linkedin.com/company/seiko-eiyo-yakuhin,Engineering
"SEJONG PHARMATECH CO., LTD.",Seoul,XX,International,82-2-123-4567,http://www.sejongpharmatech.com,https://www.linkedin.com/company/sejong-pharmatech,Scientific
SELECT INDUSTRIES,Cincinnati,OH,Midwest,800-123-4567,http://www.selectindustries.com,https://www.linkedin.com/company/select-industries,Engineering
SENA RESEARCH & DEV.,Houston,TX,Southeast,xxx-xxx-xxxx,http://www.senaresearch.com,https://www.linkedin.com/company/sena-research-dev,Both
"SENCORP SYSTEMS, INC.",Hyannis,MA,Northeast,xxx-xxx-xxxx,http://www.sencorpsystems.com,https://www.linkedin.com/company/sencorp-systems,Engineering
"SEPPIC, INC.",Fairfield,NJ,Northeast,201-329-2000,https://www.seppic.com,https://www.linkedin.com/company/seppic,Scientific
SEPS PHARMA,Montreal,QC,Canada,514-123-4567,http://www.sepspharma.com,https://www.linkedin.com/company/seps-pharma,Both
SEQUENCE INC.,San Diego,CA,West,555-012-3456,https://www.sequenceinc.com,https://www.linkedin.com/company/sequence-inc,Engineering
SERVIER (IRELAND) INDUSTRIES,Dublin,Ireland,International,xxx-xxx-xxxx,http://www.servier.ie,https://www.linkedin.com/company/servier,Both
SERVIER,Madrid,Spain,International,+34 91 414 80 00,https://www.servier.com,https://www.linkedin.com/company/servier,Both
SGS NORTH AMERICA,Rutherford,NJ,Northeast,800-777-2677,http://www.sgs.com/en,https://www.linkedin.com/company/sgs,Scientific
SHAKLEE CORPORATION - CA,Pleasanton,CA,West,800-742-5823,http://www.shaklee.com,https://www.linkedin.com/company/shaklee,Both
"SHAMAN PHARMACEUTICALS, INC.",Rockville,MD,Northeast,301-654-1000,http://www.shamanpharmaceuticals.com,https://www.linkedin.com/company/shaman-pharmaceuticals-inc-,Scientific
SHANGHAI FOREFRONT PHARMA,Shanghai,,International,,http://www.forefrontpharma.com,https://www.linkedin.com/company/forefront-pharma,Scientific
SHILPA MEDICARE LTD,Bangalore,KA,International,91-80-2781-9000,http://www.shilpamedicare.com,https://www.linkedin.com/company/shilpa-medicare-ltd/,Scientific
SHIONOGI - JAPAN,Osaka,OS,International,-11128,https://www.shionogi.com,https://www.linkedin.com/company/shionogi/,Scientific
SHIONOGI USA INC.,Florham Park,NJ,Northeast,1-844-746-6644,https://www.shionogi.com/us/,https://www.linkedin.com/company/shionogi-usa-inc/,Scientific
SHIRE RICHWOOD INC. - IN,Richwood,IN,Midwest,1-800-828-2088,http://www.shire.com,https://www.linkedin.com/company/shire/,Both
SHIRE RICHWOOD PHARM.,Richwood,NY,Northeast,888-400-2020,https://www.shire.com,https://www.linkedin.com/company/shire,Both
"SICA, S.A. de C.V.",Mexico City,DF,International,55-1234-5678,http://www.sica.com.mx,https://www.linkedin.com/company/sica-sa-de-cv,Engineering
SIDEFARMA SA,Madrid,Madrid,International,34-91-123-4567,http://www.sidefarma.com,https://www.linkedin.com/company/sidefarma-sa,Scientific
SIDUS,Cincinnati,OH,Midwest,800-555-0199,https://www.sidus.com,https://www.linkedin.com/company/sidus,Engineering
SIEC BADAWCZA LUKASIEWICZ,Warsaw,,International,Not Available,https://www.lukasiewicz.gov.pl,https://www.linkedin.com/company/lukasiewicz,Scientific
SIEGFRIED - ROOEMERS,Zug,ZG,International,Not Available,https://www.siegfried.ch,https://www.linkedin.com/company/siegfried,Both
SIERRA ONCOLOGY,Menlo Park,CA,West,650-364-8500,https://www.sierraoncology.com,https://www.linkedin.com/company/sierra-oncology,Scientific
SIGNAL RESEARCH CENTER,Boulder,CO,Rocky Mountain,xxx-xxx-xxxx,http://www.signalresearch.com,https://www.linkedin.com/company/signal-research-center/,Scientific
SILA,Los Angeles,CA,West,310-555-5678,https://www.silalabs.com,https://www.linkedin.com/company/sila-labs,Scientific
"SILURIA TECHNOLOGIES, INC.",Berkeley,CA,West,510-899-1000,http://www.siluria.com,https://www.linkedin.com/company/siluria-technologies,Scientific
SIMCERE PHARMACEUTICAL GROUP,Shanghai,,International,86-21-2021-8888,http://www.simcere.com,https://www.linkedin.com/company/simcere-pharmaceutical-group,Both
SIMILASAN CORPORATION,Fort Collins,CO,Rocky Mountain,800-555-0198,http://www.similasan.com,https://www.linkedin.com/company/similasan-corporation,Scientific
SIMPOR PHARMA SDN BHD,Shah Alam,Selangor,International,-6855,http://www.simporpharma.com,https://www.linkedin.com/company/simpor-pharma-sdn-bhd,Both
SINBIOTIK,Jakarta,DKI Jakarta,International,-15267,http://www.sinbiotik.com,https://www.linkedin.com/company/sinbiotik,Scientific
SINGAPORE POLYTECHNIC,Singapore,SG,International,65-6775-1133,https://www.sp.edu.sg,https://www.linkedin.com/school/singapore-polytechnic/,Scientific
"SINOVEDA CANADA, INC.",Toronto,ON,Canada,xxx-xxx-xxxx,http://www.sinoveda.com,https://www.linkedin.com/company/sinoveda-canada-inc,Both
SINPHAR PHARMACEUTICALS,Newark,NJ,Northeast,xxx-xxx-xxxx,http://www.sinphar.com,https://www.linkedin.com/company/sinphar-pharmaceuticals,Both
SINTERZA/TSI,Harrison,NY,Northeast,xxx-xxx-xxxx,http://www.sinterza.com,https://www.linkedin.com/company/sinterza,Engineering
"SIXARP LLC, PRAXIS PACKAGING",Tampa,FL,Southeast,xxx-xxx-xxxx,http://www.praxispackaging.com,https://www.linkedin.com/company/praxis-packaging,Both
SMITHKLINE BEECHAM,Philadelphia,PA,Northeast,215-751-4000,https://www.gsk.com,https://www.linkedin.com/company/gsk,Both
SOFEX FARMACEUTICA,Mexico City,MX,International,xxx-xxx-xxxx,http://www.sofex.com,https://www.linkedin.com/company/sofex-farmaceutica,Scientific
SOIS LIFE SCIENCES,San Diego,CA,West,123-456-7890,https://www.soislifesciences.com,https://www.linkedin.com/company/sois-life-sciences,Scientific
"SOLACE NUTRITION, LLC",Austin,TX,Southeast,456-789-0123,https://www.solacenutrition.com,https://www.linkedin.com/company/solace-nutrition,Both
SOLUBEST LTD.,Newark,NJ,Northeast,555-123-4567,http://www.solubest.com,https://www.linkedin.com/company/solubest-ltd,Scientific
SOMEDIAL S.P.A.,Milan,XX,International,+39 02 1234567,http://www.somedial.com,https://www.linkedin.com/company/somedial,Scientific
SOPHARMA AD,Sofia,BG,International,+359 2 965 20 00,http://www.sopharma.bg,https://www.linkedin.com/company/sopharma-ad,Both
SOTAX,Andover,MA,Northeast,978-232-2000,https://www.sotax.com,https://www.linkedin.com/company/sotax/,Scientific
"SOUTH UNIVERSITY, SCHOOL OF PHARMACY",Savannah,GA,Southeast,888-444-3404,https://www.southuniversity.edu,https://www.linkedin.com/school/south-university/,Scientific
SOUTHERN CENTRIFUGAL,Charlotte,NC,Southeast,704-555-0167,http://www.southerncentrifugal.com,https://www.linkedin.com/company/southern-centrifugal/,Engineering
SOUTHERN PHARMACEUTICALS,Atlanta,GA,Southeast,404-123-4567,http://www.southernpharmaceuticals.com,https://www.linkedin.com/company/southern-pharmaceuticals,Both
SOUTHERN RESEARCH INST.,Birmingham,AL,Southeast,205-123-4567,http://www.southernresearch.org,https://www.linkedin.com/company/southern-research-institute,Scientific
SPA ALEMBIC MAMI,Bardez,GA,Southeast,xxx-xxx-xxxx,http://www.alembicpharmaceuticals.com,https://www.linkedin.com/company/alembic-pharmaceuticals-ltd,Scientific
SPARHAWK LABORATORIES INC.,San Diego,CA,West,987-654-3210,http://www.sparhawklabs.com,https://www.linkedin.com/company/sparhawk-laboratories,Both
SPECTRUM PACKAGING INC,Harrison,NJ,Northeast,800-555-1234,http://www.spectrumpackaging.com,https://www.linkedin.com/company/spectrum-packaging,Engineering
SPERO THERAPEUTICS,Cambridge,MA,Northeast,617-500-1980,http://www.sperotherapeutics.com,https://www.linkedin.com/company/spero-therapeutics,Scientific
SPHERICS INC.,San Diego,CA,West,xxx-xxx-xxxx,http://www.spherics.com,https://www.linkedin.com/company/spherics,Engineering
SQUIBB CANADA INC.,Toronto,ON,Canada,567-890-1234,http://www.squibb.ca,https://www.linkedin.com/company/squibb-canada-inc,Both
SRI INTERNATIONAL,Menlo Park,CA,West,650-859-2000,https://www.sri.com,https://www.linkedin.com/company/sri-international,Scientific
SSP ENTERPRISES,Harrison,OH,Midwest,800-555-0199,http://www.sspenterprises.com,https://www.linkedin.com/company/ssp-enterprises,Engineering
ST. JOHN FISHER COLLEGE,Rochester,NY,Northeast,585-385-8000,https://www.sjfc.edu,https://www.linkedin.com/school/st-john-fisher-college/,Scientific
ST. JOHN'S UNIVERSITY,Queens,NY,Northeast,718-990-2000,https://www.stjohns.edu,https://www.linkedin.com/school/st-johns-university/,Scientific
STADA ARZNEIMITTEL AG,Bad Vilbel,Hessen,International,+49 6122 505-0,http://www.stada.com,https://www.linkedin.com/company/stada-arzneimittel-ag,Both
STADA PHARMACEUTICALS,Princeton,NJ,Northeast,301-315-9000,https://www.stada.com,https://www.linkedin.com/company/stada-pharmaceuticals,Both
STANFORD UNIVERSITY,Stanford,CA,West,345-678-9012,http://www.stanford.edu,https://www.linkedin.com/school/stanford-university,Scientific
